universal_label,nes_address,nes_size,snes_address,snes_size,gba_address,gba_size,category,description
Graphics_BufCnt,$0300,1,,0,,0,Graphics,first byte holds current position within buffer (Graphics_Buffer+) to store info
Graphics_Buffer,$0301,107,,0,,0,Graphics,"Simple (and small!) delayed write buffer; uses same format as Video_Upd_Table in PRG030, get format info there"
TileChng_VRAM_H,$036C,1,,0,,0,Graphics,High part of VRAM address to change
TileChng_VRAM_L,$036D,1,,0,,0,Graphics,Low part of VRAM address to change
TileChng_Pats,$036E,4,,0,,0,Graphics,The four patterns required to change a tile (for Level_ChgTileEvent)
Level_SizeOrig,$0372,1,,0,,0,Level,Holds original size (width or height) of level (in screens)
Level_PipeExitDir,$0373,1,,0,,0,Player,"Direction Player is going to exit from a pipe (1 = Up, 2 = Down, 3 = Right, 4 = Left, 5 = In-level Transit)"
Level_7VertCopy,$0374,1,,0,,0,Level,"Just seems to be an unmaintained copy of Level_7Vertical from level load, but that's it"
Level_PipeNotExit,$0375,1,,0,,0,Level,"If set, pipes do NOT exit to map (i.e. as in pipe junctions)"
Level_PauseFlag,$0376,1,,0,,0,Level,"Set to 0 when not paused, or 1 when paused"
Level_SkipStatusBarUpd,$0377,1,,0,,0,Graphics,"When set, skips updating the status bar for one frame (priority graphics buffer changes I think)"
Raster_State,$0378,1,,0,,0,Graphics,"This variable's meaning depends on the Raster_Effect in use; typically 0 is first pass, then more for further scanlines"
,$0379,7,,0,,0,Empty,Unused.
Scroll_ToVRAMHi,$0380,1,,0,,0,Camera,"High byte for when pushing a column of tile data to VRAM (Set to $20, Name Table 0, after scroll update)"
Scroll_LastCol8,$0381,1,,0,,0,Camera,Last 8x8 block column that was updated (non-vertical level ONLY)
Scroll_LastOff8,$0381,1,,0,,0,Camera,Last 8x8 block offset that was updated (vertical level style ONLY)
Scroll_PatStrip,$0382,54,,0,,0,Camera,"(may be less?) This stores a strip of 8x8 blocks, (non-vertical level: top to bottom with 2 columns), to render the next 16 pixel ""sliver"" of screen space"
Scroll_ToVRAMHA,$03B8,1,,0,,0,Graphics,"High byte for when pushing attribute data to VRAM (Set to $23, attribute table 0)"
Scroll_LastAttr,$03B9,1,,0,,0,Misc.,(TOFIX)
Scroll_AttrStrip,$03BA,14,,0,,0,Graphics,(may be less?) This stores a 2x2 block of attribute coloring data
World_Num_Debug,$03C8,1,,0,,0,Misc.,"When debug mode is activated (KKKZSPIU), this is the world you select to start on"
Map_StarsDeltaX,$03C9,1,,0,,0,Overworld,"Delta the stars move in X to reach the Player (always positive, code figures direction)"
Map_StarsDeltaY,$03CA,1,,0,,0,Overworld,"Delta the stars move in Y to reach the Player (always positive, code figures direction)"
,$03CB,16,,0,,0,Empty,Unused.
Map_Stars_PRelX,$03DB,1,,0,,0,Overworld,"During world intro, screen relative position of Player X"
Map_Stars_PRelY,$03DC,1,,0,,0,Overworld,"During world intro, screen relative position of Player Y"
Player_Power,$03DD,1,,0,,0,Player,>>>>>>[P] charge level ($7F max)
Level_JctCtl,$03DE,1,,0,,0,Level,"Level_JctCtl is configured when you enter a door or a pipn* When $80, use current values for Level_AltLayout and Level_AltObjects
* When otherwise non-zero (inc $80), skips setting vertical start position

Normal values for the junction:
 0 - Disables junction (i.e. no junction occurring)
 1 - Junction initialization
 2 - Big Question Block bonus area
 3 - General purpose junction (as specified by Level_AltLayout and Level_AltObjects)
 4 - Generic level exit (where you come up from a pipe in the generic exit area)
 5 - Special Toad House (used for the 1-3 warp whistle)"
Level_JctFlag,$03DF,1,,0,,0,Flag,Toggles when you junction
,$03E0,1,,0,,0,Empty,Unused.
Map_DrawPanState,$03E1,1,,0,,0,Overworld,Map draw/pan state
ObjGroupRel_Idx,$03E2,1,,0,,0,Sprites,Holds relative index of object within its group (see PRG000_CA51)
InvFlip_VAddrHi,$03E3,1,,0,,0,Level,Hi byte of VRAM address during inventory flip modifications
,$03E4,1,,0,,0,Empty,Unused.
InvFlip_Frame,$03E5,1,,0,,0,Misc.,"Sort of a ""frame"" of animation during flipping of the inventory box; 0-7 during closing, 8-15 during opening"
InvFlip_Counter,$03E6,1,,0,,0,Counter,"0 = Closed, 4 = Fully Open"
InvStart_Item,$03E7,1,,0,,0,Misc.,"Starting inventory item; typ. $00, $07, $0E, $15 (Rows 1-4)"
InvHilite_X,$03E8,1,,0,,0,Misc.,Current hilite position X coordinate
InvHilite_Item,$03E9,1,,0,,0,Misc.,"Which item in the current row is highlighted, 0-6"
THouse_ID,$03EA,1,,0,,0,Level,An unused ID value that would track boxes already opened in a Toad House (concept unused!)
THouse_Treasure,$03EB,1,,0,,0,Level,"Treasure type you'll get at this Toad House
0 = INVALID
1 = Warp Whistle
2 = P-Wing
3 = Frog
4 = Tanooki
5 = Hammer
6 = Random Super Suit
7 = Random Basic Item"
Coins_Earned,$03EC,1,,0,,0,Level,"A ""buffer"" of coins earned to be added to your total, actual coinage stored in Inventory_Coins[2]"
Map_Powerup_Poof,$03ED,1,,0,,0,Counter,"Counter that handles the ""poof"" effect when a powerup is used on the map (requires Inventory to be open, and forces it to close afterward)"
Level_FreeVertScroll,$03EE,1,,0,,0,Level,"0 = Screen locked at $EF (lowest point) unless flying or climbing a vine
1 = Free vertical scroll
2 = Locked at arbitrary point (i.e. whatever Vert_Scroll is, it stays there)"
Level_7Vertical,$03EF,1,,0,,0,Level,Set in World 7 vertical type levels
Level_SelXStart,$03F0,1,,0,,0,Level,Selects X starting position when level begins (valid values 0-3)
Update_Request,$03F1,1,,0,,0,Video,"This changes the current Raster_Effect and Update_Select and doesn't persist
1 = 32 pixel partition; common use is for levels with water along the bottom
2 = Spade game sliders
3 = ""Water line"" mode (described at ObjHorzAutoScroller_Init)
$80 = If NOT set, hides sprites that fall beneath the partition (i.e. for fixed water effect)"
Map_Starman,$03F2,1,,0,,0,Overworld,Player used a Starman!
Map_Power_Disp,$03F3,1,,0,,0,Overworld,"This is the powerup currently DISPLAYED on the map; it should be the same as $0746 World_Map_Power, except for Judgem's Cloud"
Map_Warp_PrevWorld,$03F4,1,,0,,0,Overworld,The world you're coming FROM when warping (also used as output from warp zone what world you're going to)
,$03F5,11,,0,,0,Empty,Unused.
Roulette_Pos,$0400,3,,0,,0,Bonus Game,Horizontal position of each row
Roulette_PosHi,$0403,3,,0,,0,Bonus Game,Hi part of Roulette_Pos
Roulette_ShapeLock,$0406,3,,0,,0,Bonus Game,"Locked position of each row (0 = Mushroom, 1 = Flower, 2 = Mushroom, 3 = Star)"
Roulette_ConfigRun,$0409,1,,0,,0,Bonus Game,"0 = Configuring, 1 = Running"
Roulette_ConfigState,$040A,1,,0,,0,Bonus Game,Early configuration state
Roulette_RunState,$040B,1,,0,,0,Bonus Game,Running state of game
Roulette_xUpY,$040C,1,,0,,0,Bonus Game,"""x Up"" display Y position (overlaps first byte of Roulette_StopState)"
Roulette_StopState,$040C,3,,0,,0,Bonus Game,"Current ""state"" of each row while it is coming to a stop (1+)"
Roulette_LivesToGive,$040D,1,,0,,0,Bonus Game,Lives left to give in reward (overlaps second byte of Roulette_StopState)
Roulette_Speed,$040F,3,,0,,0,Bonus Game,Movement speed of each row (4.4FP)
Roulette_StopCnt,$0412,3,,0,,0,Counter,Decrements to zero while each row is stopping
Roulette_PosFrac,$0415,3,,0,,0,Bonus Game,Fractional accumulator for position of row 1-3
,$0418,1,,0,,0,Empty,Unused.
Roulette_Turns,$0419,1,,0,,0,Bonus Game,"UNUSED ""Turns Remaining"" (if > 0, and you lose Roulette, hit a button and spin again!)"
,$041A,1,,0,,0,Empty,Unused.
Fade_State,$041B,1,,0,,0,Level,"0 = Nothing, 1 = Fade in, 3 = Fade out"
Fade_Tick,$041C,1,,0,,0,Counter,Ticks down and then decrements Fade_Level
Fade_Level,$041D,1,,0,,0,Level,"4 to 0, fade in level"
FadeOut_Cancel,$041E,1,,0,,0,Level,"If set, the next attempted fade out will be cancelled, which then resets this to zero"
Player_AllowAirJump,$041F,1,,0,,0,Counter,"Counts down to zero, but while set, you can jump in the air"
Player_XVelAdj,$0420,1,,0,,0,Player,Applies additional value to the X Velocity
CineKing_Frame,$0421,1,,0,,0,Level,King's animation frame (NOTE: Shared with Objects_Var7 first byte)
Objects_Var7,$0421,8,,0,,0,Sprites,General object variable 7
Bonus_PrizeX,$0426,1,,0,,0,Bonus Game,UNUSED Prize sprite X
Card_SelectX,$0426,1,,0,,0,Bonus Game,Card cursor X (NOTE: Shared with Bonus_PrizeX)
Bonus_PrizeY,$0427,1,,0,,0,Bonus Game,UNUSED Prize sprite Y
Card_SelectY,$0427,1,,0,,0,Bonus Game,Card cursor Y (NOTE: Shared with Bonus_PrizeY)
Bonus_CurBufOffset,$0428,1,,0,,0,Bonus Game,Offset in graphics buffer while generating instruction box
Card_Index,$0428,1,,0,,0,Bonus Game,"Currently selected card in ""N-Spade"" Card game (NOTE: Shared with Bonus_CurBufOffset)"
Card_FirstIndex,$0429,1,,0,,0,Bonus Game,Card_Index of the first card you flipped (in case you get it wrong on the second...)
Card_SelectXOrig,$042A,1,,0,,0,Bonus Game,Card cursor original X
Bonus_Round2,$042A,1,,0,,0,Bonus Game,"UNUSED Picks which ""Round 2"" game would be played (NOTE: Shared with Card_SelectXOrig)"
Card_MoveDelay,$042B,1,,0,,0,Bonus Game,"Decrements to zero; if not zero, can't move on N-Spade game"
Card_SprRAMOff,$042C,1,,0,,0,Bonus Game,Sprite RAM offset after cursor is drawn; for drawing card flip
Card_AnimTick,$042D,1,,0,,0,Counter,"Animation tick, decrements to zero"
Card_VRAM_L,$042E,1,,0,,0,Bonus Game,Low part of VRAM address of N-Spade card to modify
Card_VRAM_H,$042F,1,,0,,0,Bonus Game,High part of VRAM address of N-Spade card to modify
Card_FlipCount,$0430,1,,0,,0,Bonus Game,+1 for every card flip
Card_MatchCard,$0431,1,,0,,0,Bonus Game,"Card to match, i.e. the first card you selected of the pair"
Card_UnusedVL,$0432,1,,0,,0,Bonus Game,?? Some VRAM Low; Seems to only be part of an unused routine
Card_UnusedVH,$0433,1,,0,,0,Bonus Game,?? Some VRAM High; Seems to only be part of an unused routine
Bonus_GameHost,$0434,1,,0,,0,Bonus Game,"0 = Toad Host: The only one we ever got
All others are UNUSED...
1 = Koopa Troopa Host + ""Prize"" Game
2 = Koopa Troopa Host, no ""Prize"" Game
3 = Hammer Bro
NOTE: Shared with Card_GameState"
Card_GameState,$0434,1,,0,,0,Bonus Game,State of N-Spade card game
Card_TurnsRemain,$0435,1,,0,,0,Bonus Game,Number of turns remaining
Card_FlipFrame,$0436,1,,0,,0,Bonus Game,Frame of flipping card
Card_UnusedArray,$0437,4,,0,,0,Bonus Game,?? (TOFIX)
Card_UnusedAttr,$043B,1,,0,,0,Bonus Game,Seems to only be part of an unused routine; attribute table offset of some sort
Card_UnusedArrIdx,$043C,1,,0,,0,Bonus Game,Seems to only be part of an unused routine; index for Card_UnusedArrIdx
Card_Matches,$043D,1,,0,,0,Bonus Game,"Matches (local, this round; Seems to only be used as part of the unused routine)"
Card_CoinsToGive,$043E,1,,0,,0,Bonus Game,"If greater than zero, coins are being given"
,$043F,1,,0,,0,Empty,Unused.
Bonus_GameState,$0440,1,,0,,0,Bonus Game,"0 = ?
1 = Giving instructions die game
2 = Rotating ""die""
3 = Coin spurt prize
4 = Stopped die
5 = Die flies away
6 = ?? Initialize instructions?
7 = Giving instructions
8 = Pause before proceeding
9 = Exiting"
Card_InitState,$0441,1,,0,,0,Bonus Game,Initialization state of N-Spade card game
Bonus_GameType,$0442,1,,0,,0,Bonus Game,"This appears to determine what game you're about to play. This also reveals some of the greatest questionable loss in SMB3...
When this value is anything besides 1 or 2, it plays what I SUPPOSE was a ""roulette"" game? With a fixed graphics patch, it appears to be a die cycling 1-6.

0 = Japanese text, translated as:
 If ""1"" appears, 1 (?)
 If ""2"" appears, I'll give you a key
 Otherwise, I'll give you coins.
1 = Standard Spade game (UNUSED BONUS GAMES NOTE: May have once been the ""odd"" game spoken of in type 5)
2 = N-Spade (UNUSED BONUS GAMES NOTE: May have once been the ""even"" game spoken of in type 5)
3: I suspect this is a placeholder ('C' being the 3rd)
4: I suspect this is a placeholder ('D' being the 4th)
5 = Japanese: ""If an odd number appears, I'll let you play the Roulette Game.""
6 = Japanese: ""If an even number appears, I'll let you play the Card Game.""
7 = Japanese: ""2, return (?)"""
Bonus_KTPrize,$0443,1,,0,,0,Bonus Game,"UNUSED Koopa Troopa's ""Prize"" Game Prize ID (0 = Mushroom, 1 = Star, 2 = Flower, 3 = Judgem's, by BMF54123's patch)"
Map_EntTran_VLHalf,$0444,1,,0,,0,Overworld,"When 1, offset starts vertically ""lower half"" (at $F0 of first screen)"
Map_EntTran_TBCnt,$0445,1,,0,,0,Counter,Decreasing counter as the transition moves inward top/bottom
Map_EntTran_LRCnt,$0446,1,,0,,0,Counter,Decreasing counter as the transition moves inward left/right
Map_W8D_VAddrH,$0447,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_EntTran_BVAddrH,$0447,4,,0,,0,Overworld,Each border's current high part of VRAM address
Map_W8D_VAddrL,$044B,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_EntTran_BVAddrL,$044B,4,,0,,0,Overworld,Each border's current low part of VRAM address
Map_EntTran_BorderLoop,$044F,1,,0,,0,Counter,Border loop counter
Map_EntTran_Cnt,$0450,1,,0,,0,Counter,(TOFIX)
Map_EntTran_VAddrH,$0451,1,,0,,0,Overworld,High part of VRAM address to modify
Map_W8D_VAddrH2,$0451,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_EntTran_VAddrHAdj,$0452,1,,0,,0,Overworld,"An adjusted version of the high address as needed to wrap (used in removed ""box out"" version only)"
Map_EntTran_VAddrL,$0453,1,,0,,0,Overworld,Low part of VRAM address to modify
Map_W8D_VAddrL2,$0453,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_EntTran_TileOff,$0454,1,,0,,0,Level,"Offset into tile memory (used in removed ""box out"" version only)"
Map_EntTran_Tile8x8,$0455,1,,0,,0,Level,"Offset to which 8x8 pattern of the tile we're grabbing that we need (used in removed ""box out"" version only)"
Map_W8D_TileOff,$0455,1,,0,,0,Overworld,"World 8 Darkness - In-tile offset (0 = upper left, 1 = lower left, 2 = upper right, 3 = lower right)"
Map_EntTran_VRAMGap,$0456,1,,0,,0,Level,"Sets gap (i.e. 1 for vertical, 32 for horizontal; used in removed ""box out"" version only)"
,$0457,1,,0,,0,Empty,Unused.
Map_W8D_YOff,$0458,1,,0,,0,Overworld,Y Offset from Player when doing darkness
Map_W8D_XOff,$0459,1,,0,,0,Overworld,X Offset from Player when doing darkness
Map_W8D_RC,$045A,1,,0,,0,Overworld,"Row in the upper bits, column in the lower bits"
Map_W8D_Dir,$045B,1,,0,,0,Overworld,"Direction of travel in darkness (1 = Right, 2 = Left, 4 = Down, 8 = Up)"
Map_W8D_X,$045C,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_W8D_Y,$045D,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_W8D_Idx,$045E,1,,0,,0,Overworld,World 8 Darkness - (TOFIX)
Map_EntTran_Temp,$045F,1,,0,,0,Overworld,Seems to me a multi-purpose value in entrance transition
Map_EntTran_InitValIdx,$0460,1,,0,,0,Overworld,Selects an index of values to initialize by (TOFIX)
Level_MusicQueue,$0461,1,,0,,0,Audio,Requests a song from Set 2A/B (used to allow delayed start)
Level_MusicQueueRestore,$0462,1,,0,,0,Audio,"What to ""restore"" the BGM to when it changes (e.g. Starman, P-Switch, etc.)"
,$0463,109,,0,,0,Empty,Unused.
Music_TriTrkPos,$04D0,1,,0,,0,Audio,Offset of triangle track in currently playing index
Music_NseTrkPos,$04D1,1,,0,,0,Audio,Offset of noise track in currently playing index
Music_PCMTrkPos,$04D2,1,,0,,0,Audio,Offset of DMC track in currently playing index
Music_Sq2RestH,$04D3,1,,0,,0,Audio,Square 2 Track hold for rest values to be applied after each event
Music_Sq2Rest,$04D4,1,,0,,0,Audio,"Square 2 Track ""Rest"" period (counts down to zero)"
Music_Sq2NoteLen,$04D5,1,,0,,0,Audio,"Square 2 Track length of note (counts down to zero, cuts off sound)"
Music_Sq1Rest,$04D6,1,,0,,0,Audio,"Square 1 Track ""Rest"" period (counts down to zero)"
Music_Sq1NoteLen,$04D7,1,,0,,0,Audio,"Square 1 Track length of note (counts down to zero, cuts off sound)"
Music_TriRestH,$04D8,1,,0,,0,Audio,Triangle Track hold for rest values to be applied after each event
Music_TriRest,$04D9,1,,0,,0,Audio,"Triangle Track ""Rest"" period (counts down to zero)"
Music_NoiseRest,$04DA,1,,0,,0,Audio,"Noise Track ""Rest"" period (counts down to zero)"
Music_NseRestH,$04DB,1,,0,,0,Audio,Noise Track hold for rest values to be applied after each event
Music_DMCRest,$04DC,1,,0,,0,Audio,"DMC Track ""Rest"" period (counts down to zero)"
Music_DMCRestH,$04DD,1,,0,,0,Audio,DMC Track hold for rest values to be applied after each event
Music_PCMStart,$04DE,1,,0,,0,Audio,Holds the starting offset of the DMC track
Music_NextIndex,$04DF,1,,0,,0,Audio,"Next ""index"" to be played"
SFX_Counter1,$04E0,1,,0,,0,Counter,Generic purpose SFX counter
SndCur_Player,$04E1,1,,0,,0,Audio,Currently playing Player sound (blocks music on Square 1)
SndCur_Level1,$04E2,1,,0,,0,Audio,"Currently playing ""level 1"" sound (blocks music on Square 2)"
SndCur_Level2,$04E3,1,,0,,0,Audio,"Currently playing ""level 2"" sound"
SndCur_Music1,$04E4,1,,0,,0,Audio,Currently playing BGM from Music 1 set
SndCur_Music2,$04E5,1,,0,,0,Audio,Currently playing BGM from Music 2 set
SndCur_Map,$04E6,1,,0,,0,Audio,Currently playing map sound (blocks music on Square 1)
SndCur_Pause,$04E7,1,,0,,0,Audio,"Holds copy of Sound_QPause, to play sound while everything else is paused"
SFX_Counter2,$04E8,1,,0,,0,Counter,Generic purpose SFX counter for level sounds
SFX_Counter3,$04E9,1,,0,,0,Counter,Generic purpose SFX counter
SFX_Counter4,$04EA,1,,0,,0,Counter,Generic purpose SFX counter
,$04EB,2,,0,,0,Empty,Unused.
Sound_IsPaused,$04ED,1,,0,,0,Audio,"When set, sound processing is PAUSED"
,$04EE,3,,0,,0,Empty,Unused.
Sound_QPlayer,$04F1,1,,0,,0,Audio,Queue Player sound effects (TOFIX)
Sound_QLevel1,$04F2,1,,0,,0,Audio,Queue Level sound effects 1 (TOFIX)
Sound_QLevel2,$04F3,1,,0,,0,Audio,Queue Level sound effects 2 (TOFIX)
Sound_QMusic1,$04F4,1,,0,,0,Audio,Queue music request 1 (TOFIX)
Sound_QMusic2,$04F5,1,,0,,0,Audio,Queue music request 2 (TOFIX)
Sound_QMap,$04F6,1,,0,,0,Audio,Queue map sound effects (TOFIX)
Sound_QPause,$04F7,1,,0,,0,Audio,"Queue pause sound
Pause sound effect (like pressing START, pauses music!)
Resume sound (resumes music)"
DMC_Time,$04F8,1,,0,,0,Audio,Time remaining on DMC sound
Music_Sq1RestH,$04F9,1,,0,,0,Audio,Square 1 Track hold for rest values to be applied after each event
Music_Sq1AltRamp,$04FA,1,,0,,0,Audio,"When Square 1 track encounters a $00 byte, it actives a ramping mode, the value of which is stored here"
Music_LOST4FB,$04FB,1,,0,,0,Audio,"AFAIK, value in music engine that is ""lost""; nothing seems to set it, and it doesn't do very much (possibly was a note length override??)"
Music_LOST4FC,$04FC,1,,0,,0,Audio,"AFAIK, value in music engine that is ""lost""; nothing seems to set it, and it doesn't do very much"
Music_RestH_Base,$04FD,1,,0,,0,Audio,Base offset into Music_RestH_LUT
Music_Sq2TrkOff,$04FE,1,,0,,0,Audio,Offset of square wave 2 track in currently playing index
Music_Sq1TrkOff,$04FF,1,,0,,0,Audio,Offset of square wave 1 track in currently playing index
Map_Object_ActY,$0500,15,,0,,0,Overworld,"For map objects, their actual display Y coordinate (as it may modify, esp. with marchers)"
Map_Object_ActX,$050F,15,,0,,0,Overworld,"For map objects, their actual display X coordinate (as it may modify, esp. with marchers)"
Event_Countdown,$0510,1,,0,,0,Counter,"Event_Countdown is context dependent; without context, does nothing
* When you come out of a pipe, this counter decrements until the pipe should be finished
* When you die, counts down until dropping back to map"
Title_MLAccelCnt,$0510,1,,0,,0,Counter,"Constant moving counter which overflows to provide a more ""natural"" acceleration to the Bros"
Player_TailCount,$0511,1,,0,,0,Player,Determines display frame of tail wag
Title_MarioPoof,$0511,1,,0,,0,Counter,"Countdown of Mario's ""poof"" when he collects the power up"
Title_MLHoldTick,$0512,1,,0,,0,Title Screen/Ending,"Set to $40 when Mario/Luigi are ""held"" (count down to zero)"
Player_InAir_OLD,$0512,1,,0,,0,Player,Stores backup of Player_InAir
Player_FireCount,$0513,1,,0,,0,Player,"Player shoots fireball/hammer, sets sprite frame (shared with Player_FrogHopCnt)"
Title_ObjVar,$0513,6,,0,,0,Title Screen/Ending,Minor objects user-defined variable 1 (automatically decrements if not zero!)
Player_FrogHopCnt,$0513,1,,0,,0,Counter,Counter used for frog hopping along the ground (shared with Player_FireCount)
Player_PMeterCnt,$0515,1,,0,,0,Counter,Tick counter used to count when to increase/decrease Power Meter
B10Coin_Timer,$0516,1,,0,,0,Counter,"Decrements until zero, which is how much time you have to get the max coins from a 10 coin block"
Player_TailAttack,$0517,1,,0,,0,Counter,"Initiailized to $12; counts down to zero, performs tail attack!"
CineKing_Timer,$0518,1,,0,,0,Counter,Timer; decrements to zero (shares Objects_Timer first byte)
Objects_Timer,$0518,8,,0,,0,Sprites,"""Timer"" values; automatically decrements to zero"
Title_ObjVar2,$0519,6,,0,,0,Title Screen/Ending,Minor objects user-defined variable 2
Map_Object_ActXH,$051E,15,,0,,0,Overworld,"For map objects, their actual display X Hi byte (as it may modify, esp. with marchers)"
Title_ObjFrame,$051F,1,,0,,0,Title Screen/Ending,"Minor object ""frame""; adds 2x the value here to the pattern selection for the object's sprites"
Objects_Timer2,$0520,8,,0,,0,Sprites,"""Timer"" values; automatically decrements to zero "
Level_BlockChgXHi,$0528,1,,0,,0,Player,Player X High value when block change was queued
Level_BlockChgXLo,$0529,1,,0,,0,Player,Player X Low value when block change was queued
Level_BlockChgYHi,$052A,1,,0,,0,Player,Player Y High value when block change was queued
Level_BlockChgYLo,$052B,1,,0,,0,Player,Player Y Low value when block change was queued
Level_BlkBump_Pos,$052C,2,,0,,0,Sprites,"Block bump effect slot ""position"" (from 10 down, ""position"" of bounce)"
Map_Object_Data,$052D,15,,0,,0,Overworld,"For marching objects, 0/1 for their direction, could be anything though"
Level_BlkBump,$052E,3,,0,,0,Sprites,"Block bump effect slot (use Level_ChgTileEvent value, or 0 for inactive)"
Level_BlkBump_XHi,$0531,3,,0,,0,Sprites,Block bump slot X Hi
Level_BlkBump_XLo,$0534,3,,0,,0,Sprites,Block bump slot X Lo
Level_BlkBump_YHi,$0537,3,,0,,0,Sprites,Block bump slot Y Hi
Level_BlkBump_YLo,$053A,3,,0,,0,Sprites,Block bump slot Y Lo
Map_March_Count,$053C,15,,0,,0,Overworld,"Simply counts and overflows, but used to determine position of marching map objects (PER ID, not object index ... Actually is seems they go back and forth on that??)"
Level_VertScrollH,$0542,1,,0,,0,Camera,"Alternate VertScroll_Hi used by engine, adjusted before being sent to Vert_Scroll_Hi"
Level_VertScroll,$0543,1,,0,,0,Camera,"Alternate VertScroll used by engine, adjusted before being sent to Vert_Scroll"
Player_AboveTop,$0544,1,,0,,0,Flag,"If Player is above top of level, this is $FF (-1), otherwise it is zero"
Level_InitAction,$0545,1,,0,,0,Level,AT LEVEL INITIALIZATION ONLY: Performs a specific initialization routine (NOTE: Shared with Player_Slide)
Player_Slide,$0545,1,,0,,0,Player,"Positive values sliding forward, negative values sliding backward; directly sets Player_XVel"
Player_UphillFlag,$0546,1,,0,,0,Flag,"When set, Player is walking uphill, and uses speed index value at Player_UphillSpeedIdx"
,$054B,4,,0,,0,Empty,Unused.
Player_Flip,$054F,1,,0,,0,Flag,"Invincibility Somersault is used when set; only works in air, reset on ground"
Level_AirshipH,$0550,1,,0,,0,Level,Height of the airship during the Airship Intro (shared with Player_KuriboDir)
Player_KuriboDir,$0550,1,,0,,0,Player,"While Kuribo's shoe is moving: 0 - Not requesting move, 1 - move right, 2 - move left"
Player_Grow,$0551,1,,0,,0,Player,"Tick counter used to animate growth into Super Mario (20 is starting value, or 2f to shrink)"
Player_FlashInv,$0552,1,,0,,0,Player,"Player ""flashing invincibility"" after being hit, counts down to zero"
Player_StarInv,$0553,1,,0,,0,Counter,"Starman Invincibility counter; full/fatal invincibility, counts down to zero"
Player_SuitLost,$0554,1,,0,,0,Counter,"Suit lost to hit discard ""poof"" counter"
Player_StarOff,$0555,1,,0,,0,Counter,"Starman Invincibility wear-off (the last second or so when it slows and vanishes), counts down to zero"
Player_HaltTick,$0556,1,,0,,0,Counter,"When non-zero, all action halts until this countdown hits zero"
Player_Kick,$0557,1,,0,,0,Counter,"Kick frame in use, counts down to zero"
Player_PipeFace,$0558,1,,0,,0,Counter,"Player forward frame, used for vertical pipe entrance, counts down to zero"
Player_EndLevel,$0559,1,,0,,0,Counter,Player's end of level run-off until count down to zero (player will actually wrap around horizontally if too large)
Level_AirshipCtl,$055A,1,,0,,0,Level,"Airship control -- 1 = run and jump to catch air ship, 2 = climb to enter, 3 = enter"
,$055B,1,,0,,0,Empty,Unused.
Counter_Wiggly,$055C,1,,0,,0,Counter,"""Wiggly"" counter, provides rippled movement (like the airship rising during its intro)"
Counter_7to0,$055D,1,,0,,0,Counter,Counter that runs from 7 to 0 continuously while level is in progress
,$055E,1,,0,,0,Empty,Unused.
LevelPartialInit,$055F,1,,0,,0,Level,"When set, performs a partial reinitialization of level data (notably does not perform the Level InitAction unless it is airship related)"
Level_TilesetIdx,$0560,1,,0,,0,Level,"Holds Level_Tileset as an ""index"" value instead, relative to levels (i.e. Level_Tileset - 1)"
Level_ChangeReset,$0561,1,,0,,0,Level,"When set to zero, a mass reset is performed (used when changing ""scenes"" in a single level)"
Level_UnusedFlag,$0562,1,,0,,0,Level,"Unused; only set in a couple places, but never read back!"
Level_SlopeEn,$0563,1,,0,,0,Flag,"If set, enables slope tiles (otherwise they're considered flat top-only solids)"
Level_ChgTileEvent,$0564,1,,0,,0,Level,"When non-zero, queues a ""change tile"" event (TOFIX)"
Level_NoStopCnt,$0565,1,,0,,0,Counter,"A counter which continuously increments unless something is ""stopping"" the action"
Level_Event,$0566,1,,0,,0,Level,"Check ""LevelEvent_Do"" for values; 0 means nothing (TOFIX)"
Level_PSwitchCnt,$0567,1,,0,,0,Counter,"When non-zero, P-Switch is active (init @ $80); counts down to zero and restarts music"
,$0568,1,,0,,0,Empty,Unused.
Player_SlideRate,$0569,1,,0,,0,Player,"While Player is sliding, this is added to X Velocity (does not persist, however)"
,$056A,1,,0,,0,Empty,Unused.
Player_IsClimbing,$056B,1,,0,,0,Flag,Set when Player is climing vine
Player_FlipBits_OLD,$056C,1,,0,,0,Player,Holds backup of Player_FlipBits
Player_HitCeiling,$056D,1,,0,,0,Flag,Flag set when Player has just hit head off ceiling
Player_FlyTime,$056E,1,,0,,0,Counter,"When > 0, Player can fly (for power ups that do so); decrements (unless $FF) to 0"
Player_IsDucking,$056F,1,,0,,0,Flag,Set when Player is ducking down
Player_WhiteBlkCnt,$0570,1,,0,,0,Counter,White block counter; counts up while Player is standing on white block and holding down
